video_id,start,end,bbox,fps,width,height,partition,person_id
eNc4LrrvV80,2360,2519,357-76-783-578,25,1280,720,train,id10002
eNc4LrrvV80,7002,7201,313-59-674-522,25,1280,720,train,id10002
eNc4LrrvV80,1815,1989,362-80-744-543,25,1280,720,train,id10002
eNc4LrrvV80,3272,3387,365-90-717-544,25,1280,720,train,id10002
eNc4LrrvV80,5319,5444,272-80-713-547,25,1280,720,train,id10002
eNc4LrrvV80,4950,5116,351-86-720-576,25,1280,720,train,id10002
eNc4LrrvV80,11442,11636,348-66-813-586,25,1280,720,train,id10002
eNc4LrrvV80,10892,11173,347-42-735-525,25,1280,720,train,id10002
VMaXdHLz5Bk,8199,8359,481-74-757-389,25,1280,720,train,id10002
VMaXdHLz5Bk,3165,3299,470-95-755-403,25,1280,720,train,id10002
VMaXdHLz5Bk,4928,5052,484-93-739-407,25,1280,720,train,id10002
VMaXdHLz5Bk,1590,1704,477-62-738-401,25,1280,720,train,id10002
TqUbiOgEb0w,5727,5915,618-104-946-492,25,1280,720,train,id10002
TqUbiOgEb0w,8558,8692,642-25-1048-499,25,1280,720,train,id10002
TqUbiOgEb0w,7613,7820,630-111-927-465,25,1280,720,train,id10002
TqUbiOgEb0w,3640,3812,631-112-927-464,25,1280,720,train,id10002
TqUbiOgEb0w,3994,4295,678-95-997-467,25,1280,720,train,id10002
TqUbiOgEb0w,6044,6171,626-105-919-456,25,1280,720,train,id10002
TqUbiOgEb0w,4606,4693,573-108-985-468,25,1280,720,train,id10002
TqUbiOgEb0w,6709,6839,707-49-1070-520,25,1280,720,train,id10002
TqUbiOgEb0w,2556,2716,638-64-1039-546,25,1280,720,train,id10002
TqUbiOgEb0w,4424,4533,682-93-1013-458,25,1280,720,train,id10002
6WO410QOeuo,5458,5595,337-117-617-434,25,1280,720,train,id10002
6WO410QOeuo,8090,8217,273-124-536-444,25,1280,720,train,id10002
6WO410QOeuo,10092,10197,236-84-545-447,25,1280,720,train,id10002
6WO410QOeuo,4288,4424,370-125-630-447,25,1280,720,train,id10002
6WO410QOeuo,3692,3882,330-116-631-462,25,1280,720,train,id10002
6WO410QOeuo,13020,13167,330-86-572-461,25,1280,720,train,id10002
6WO410QOeuo,9932,10068,275-85-558-411,25,1280,720,train,id10002
6WO410QOeuo,7205,7321,333-96-636-471,25,1280,720,train,id10002
6WO410QOeuo,7012,7175,344-121-620-447,25,1280,720,train,id10002
6WO410QOeuo,13540,13735,261-83-585-448,25,1280,720,train,id10002
6WO410QOeuo,17481,17607,366-29-713-467,25,1280,720,train,id10002
J4dr4jUUPWs,410,530,88-0-334-318,25,480,360,train,id10013
D8N1aTvis1o,4026,4211,618-12-921-347,25,1280,720,train,id10013
D8N1aTvis1o,4508,4589,657-5-1010-327,25,1280,720,train,id10013
D8N1aTvis1o,4768,4847,609-27-927-319,25,1280,720,train,id10013
D8N1aTvis1o,5669,5759,719-21-1033-339,25,1280,720,train,id10013
D8N1aTvis1o,5834,5951,750-16-1073-342,25,1280,720,train,id10013
qJ8keZPNFZ4,4248,4389,417-0-906-452,25,1280,720,train,id10013
qJ8keZPNFZ4,456,558,700-0-1111-526,25,1280,720,train,id10013
a3cI12ZNVms,3124,3210,321-132-706-467,25,1280,720,train,id10013
a3cI12ZNVms,3243,3324,165-120-537-437,25,1280,720,train,id10013
a3cI12ZNVms,2688,2765,416-52-786-486,25,1280,720,train,id10013
a3cI12ZNVms,2765,2960,417-76-796-498,25,1280,720,train,id10013
a3cI12ZNVms,2960,3069,390-115-744-500,25,1280,720,train,id10013
a3cI12ZNVms,3461,3544,297-118-686-540,25,1280,720,train,id10013
a3cI12ZNVms,3594,3956,349-34-744-486,25,1280,720,train,id10013
a3cI12ZNVms,2166,2407,400-58-806-450,25,1280,720,train,id10013
HpmwLdV5TAc,3390,3557,357-17-783-499,25,1280,720,train,id10013
ayglFsYxfj0,1874,2015,515-0-858-436,25,1280,720,train,id10013
ayglFsYxfj0,2296,2503,430-0-777-424,25,1280,720,train,id10013
ayglFsYxfj0,2155,2283,436-0-806-447,25,1280,720,train,id10013
7AP9b99sySI,11339,11449,359-0-657-442,25,1280,720,train,id10034
7AP9b99sySI,904,1024,467-0-765-381,25,1280,720,train,id10034
7AP9b99sySI,1429,1561,514-0-902-449,25,1280,720,train,id10034
7AP9b99sySI,11159,11266,363-0-656-408,25,1280,720,train,id10034
nzDmrjyy8ls,1765,1859,690-21-1021-342,25,1280,720,train,id10006
nzDmrjyy8ls,2539,2899,801-45-1105-392,25,1280,720,train,id10006
nzDmrjyy8ls,3100,3551,765-55-1158-388,25,1280,720,train,id10006
nzDmrjyy8ls,524,899,820-49-1127-367,25,1280,720,train,id10006
3RybHF5mX78,2917,3030,397-8-663-374,25,1280,720,train,id10006
3RybHF5mX78,5863,5962,340-0-664-454,25,1280,720,train,id10006
nLEBBc9oIFs,3114,3247,621-8-999-363,25,1280,720,train,id10006
nLEBBc9oIFs,885,963,606-19-1014-345,25,1280,720,train,id10006
nLEBBc9oIFs,963,1046,783-60-1056-389,25,1280,720,train,id10006
nLEBBc9oIFs,3400,3489,674-0-983-335,25,1280,720,train,id10006
nLEBBc9oIFs,3539,3699,759-9-1021-359,25,1280,720,train,id10006
nLEBBc9oIFs,4682,5061,763-27-1067-348,25,1280,720,train,id10006
nLEBBc9oIFs,5063,5158,821-55-1150-340,25,1280,720,train,id10006
nLEBBc9oIFs,5378,6012,734-0-1065-400,25,1280,720,train,id10006
Dv-wtqTn0wE,60,737,303-18-573-326,25,640,360,train,id10006
Dv-wtqTn0wE,912,1030,330-12-553-334,25,640,360,train,id10006
5tGaUGO_z50,2305,2459,304-0-1039-784,25,1280,720,train,id10006
_xUsNvG7-Jk,2881,2991,636-80-1071-624,25,1280,720,train,id10006
zQROl4ZsMVA,1651,1857,335-26-909-701,25,1280,720,train,id10006
zQROl4ZsMVA,2147,2243,385-0-1042-785,25,1280,720,train,id10006
zQROl4ZsMVA,1925,2031,362-0-900-699,25,1280,720,train,id10006
3MwyuwaVE50,4382,4512,831-24-1108-343,25,1280,720,train,id10006
3MwyuwaVE50,1146,1344,798-25-1107-315,25,1280,720,train,id10006
3MwyuwaVE50,2856,3142,803-31-1116-321,25,1280,720,train,id10006
3MwyuwaVE50,3142,3682,731-16-1091-382,25,1280,720,train,id10006
3MwyuwaVE50,909,1103,770-9-1098-323,25,1280,720,train,id10006
3MwyuwaVE50,1507,1732,858-37-1094-357,25,1280,720,train,id10006
3MwyuwaVE50,2039,2203,758-16-1091-340,25,1280,720,train,id10006
3MwyuwaVE50,2231,2527,863-8-1092-338,25,1280,720,train,id10006
VaFNI2T9PTA,1153,1267,434-29-817-461,25,1280,720,train,id10006
VaFNI2T9PTA,1593,1722,555-44-930-493,25,1280,720,train,id10006
VaFNI2T9PTA,919,1033,492-6-925-459,25,1280,720,train,id10006
VaFNI2T9PTA,1871,1958,515-66-935-471,25,1280,720,train,id10006
VaFNI2T9PTA,656,738,501-3-915-465,25,1280,720,train,id10006
VaFNI2T9PTA,347,436,427-32-834-462,25,1280,720,train,id10006
VaFNI2T9PTA,436,570,442-20-891-488,25,1280,720,train,id10006
VaFNI2T9PTA,222,431,362-24-791-503,25,1280,720,train,id10006
VaFNI2T9PTA,466,569,454-22-870-487,25,1280,720,train,id10006
DjrTX2Z-rzI,1997,2224,287-0-798-608,25,1280,720,train,id10006
DjrTX2Z-rzI,1819,1993,194-12-754-559,25,1280,720,train,id10006
DjrTX2Z-rzI,2774,2911,238-22-696-576,25,1280,720,train,id10006
QEUVd2ZIcTg,495,597,523-10-893-514,25,1280,720,train,id10006
ZlLPhRabPPw,371,895,758-35-1131-381,25,1280,720,train,id10006
ZlLPhRabPPw,2734,2850,771-55-1127-373,25,1280,720,train,id10006
ZlLPhRabPPw,2923,3214,831-40-1150-397,25,1280,720,train,id10006
ZlLPhRabPPw,4263,4335,725-46-1059-370,25,1280,720,train,id10006
ZlLPhRabPPw,4335,4498,664-20-1038-361,25,1280,720,train,id10006
ZlLPhRabPPw,1901,2150,789-55-1026-379,25,1280,720,train,id10006
ZlLPhRabPPw,5718,5943,799-49-1080-379,25,1280,720,train,id10006
ZlLPhRabPPw,1218,1583,716-14-1046-359,25,1280,720,train,id10006
ZlLPhRabPPw,3847,4230,732-29-1078-379,25,1280,720,train,id10006
ZlLPhRabPPw,3288,3392,608-0-972-344,25,1280,720,train,id10006
ZlLPhRabPPw,1675,1791,611-0-995-344,25,1280,720,train,id10006
ZlLPhRabPPw,1813,1892,716-0-1048-381,25,1280,720,train,id10006
7qUfkhbDaqc,386,532,481-98-916-606,25,1280,720,train,id10006
7qUfkhbDaqc,706,870,365-2-882-547,25,1280,720,train,id10006
7qUfkhbDaqc,204,269,443-37-902-587,25,1280,720,train,id10006
7qUfkhbDaqc,269,333,509-39-979-565,25,1280,720,train,id10006
7qUfkhbDaqc,1246,1353,379-31-829-557,25,1280,720,train,id10006
7qUfkhbDaqc,966,1068,359-56-829-530,25,1280,720,train,id10006
7qUfkhbDaqc,1509,1663,320-68-826-550,25,1280,720,train,id10006
L_Q9NL9H1wI,670,806,664-93-1046-435,25,1280,720,train,id10011
L_Q9NL9H1wI,2046,2230,687-89-1153-538,25,1280,720,train,id10011
Q1aiO-vpabc,1602,1706,656-0-1191-665,25,1280,720,train,id10011
Q1aiO-vpabc,731,845,532-96-925-512,25,1280,720,train,id10011
UzGMFpIv-ss,1453,1603,388-102-800-509,25,1280,720,train,id10011
UzGMFpIv-ss,247,798,415-70-862-486,25,1280,720,train,id10011
UzGMFpIv-ss,991,1247,319-86-831-511,25,1280,720,train,id10011
UzGMFpIv-ss,1309,1415,357-94-790-531,25,1280,720,train,id10011
g3SlFv2ui8A,2916,3015,455-26-843-549,25,1280,720,train,id10011
g3SlFv2ui8A,1271,1519,487-77-823-497,25,1280,720,train,id10011
g3SlFv2ui8A,13350,13414,528-141-981-550,25,1280,720,train,id10011
g3SlFv2ui8A,8777,8991,458-66-933-548,25,1280,720,train,id10011
g3SlFv2ui8A,4398,4544,449-115-878-534,25,1280,720,train,id10011
g3SlFv2ui8A,2690,2808,490-90-825-545,25,1280,720,train,id10011
g3SlFv2ui8A,12066,12321,406-52-923-567,25,1280,720,train,id10011
g3SlFv2ui8A,5222,5352,543-111-893-489,25,1280,720,train,id10011
g3SlFv2ui8A,11787,11910,516-105-943-557,25,1280,720,train,id10011
g3SlFv2ui8A,6793,6901,515-76-862-528,25,1280,720,train,id10011
g3SlFv2ui8A,4266,4374,450-68-866-544,25,1280,720,train,id10011
g3SlFv2ui8A,3710,3956,467-102-908-524,25,1280,720,train,id10011
g3SlFv2ui8A,10643,10780,466-60-974-557,25,1280,720,train,id10011
g3SlFv2ui8A,6240,6466,537-95-919-520,25,1280,720,train,id10011
TsWNxShkS9A,1943,2015,486-72-932-543,25,1280,720,train,id10011
R8SJg-rcjKI,1964,2141,327-121-883-666,25,1280,720,train,id10011
R8SJg-rcjKI,2960,3233,322-145-718-629,25,1280,720,train,id10011
R8SJg-rcjKI,1673,1928,407-125-852-660,25,1280,720,train,id10011
R8SJg-rcjKI,1294,1609,398-95-790-583,25,1280,720,train,id10011
R8SJg-rcjKI,3434,3662,390-180-734-594,25,1280,720,train,id10011
R8SJg-rcjKI,588,728,385-96-779-577,25,1280,720,train,id10011
R8SJg-rcjKI,839,961,424-45-758-505,25,1280,720,train,id10011
R8SJg-rcjKI,3892,4071,380-132-746-609,25,1280,720,train,id10011
R8SJg-rcjKI,3696,3840,383-190-732-649,25,1280,720,train,id10011
01En9rUo_Co,1105,1262,451-101-877-542,25,1280,720,train,id10011
01En9rUo_Co,986,1092,447-67-870-542,25,1280,720,train,id10011
01En9rUo_Co,1940,2068,545-108-891-495,25,1280,720,train,id10011
01En9rUo_Co,430,671,468-97-902-524,25,1280,720,train,id10011
978HIG18Lek,898,964,607-86-820-415,25,1280,720,train,id10011
mwKVL6cadQw,4141,4301,406-137-833-593,25,1280,720,train,id10011
mwKVL6cadQw,1033,1230,368-104-727-574,25,1280,720,train,id10011
mwKVL6cadQw,3092,3187,394-169-742-576,25,1280,720,train,id10011
mwKVL6cadQw,5056,5398,265-116-758-565,25,1280,720,train,id10011
mwKVL6cadQw,6556,6669,333-132-666-563,25,1280,720,train,id10011
u3odsIbYouc,570,639,545-28-936-487,25,1280,720,train,id10011
u3odsIbYouc,639,714,454-104-803-598,25,1280,720,train,id10011
u3odsIbYouc,729,853,490-48-887-515,25,1280,720,train,id10011
u3odsIbYouc,18,342,335-20-836-604,25,1280,720,train,id10011
NY8rvshKUzU,1535,1723,413-48-775-567,25,1280,720,train,id10011
NY8rvshKUzU,870,1318,402-74-764-527,25,1280,720,train,id10011
NY8rvshKUzU,702,776,423-132-777-527,25,1280,720,train,id10011
NY8rvshKUzU,229,476,409-73-889-531,25,1280,720,train,id10011
NY8rvshKUzU,495,663,441-126-811-529,25,1280,720,train,id10011
HxfxcxUXPDA,904,1012,412-57-732-397,25,1280,720,train,id10007
HxfxcxUXPDA,5050,5220,408-28-738-451,25,1280,720,train,id10007
HxfxcxUXPDA,146,341,389-38-751-409,25,1280,720,train,id10007
HxfxcxUXPDA,3332,3599,388-46-756-388,25,1280,720,train,id10007
HxfxcxUXPDA,4318,4640,396-35-710-389,25,1280,720,train,id10007
HxfxcxUXPDA,1515,1703,400-50-755-434,25,1280,720,train,id10007
HxfxcxUXPDA,1729,1793,462-47-721-360,25,1280,720,train,id10007
HxfxcxUXPDA,1070,1468,440-49-751-435,25,1280,720,train,id10007
HxfxcxUXPDA,708,872,390-52-745-388,25,1280,720,train,id10007
HxfxcxUXPDA,4751,5003,442-35-737-385,25,1280,720,train,id10007
uyOlasN_UhQ,3903,4064,520-91-771-433,25,1280,720,train,id10007
foG5a3YtZzI,4835,4959,477-47-826-453,25,1280,720,train,id10007
foG5a3YtZzI,4172,4403,517-70-803-447,25,1280,720,train,id10007
foG5a3YtZzI,2881,2985,421-69-788-449,25,1280,720,train,id10007
foG5a3YtZzI,4473,4718,491-61-782-424,25,1280,720,train,id10007
foG5a3YtZzI,5560,5663,507-51-815-426,25,1280,720,train,id10007
foG5a3YtZzI,2690,2852,490-51-786-423,25,1280,720,train,id10007
foG5a3YtZzI,2000,2174,516-77-771-434,25,1280,720,train,id10007
foG5a3YtZzI,4961,5090,483-62-816-409,25,1280,720,train,id10007
foG5a3YtZzI,1740,1848,439-55-764-417,25,1280,720,train,id10007
